"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","Zip2","Lat","Lon","Datum","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected"
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 1",NA,"20738-S01",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2010,249.24,228.48,304.74,296.4,437.76,453.94,364.88,326.48,2669.6,355.04,280.72,254.92,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 1",NA,"20738-S01",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2011,16.28,10.76,89.44,166.24,310.2,97.56,219.08,385.839,376.196,582.209,540.105,533.903,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 1",NA,"20738-S01",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2012,113.282,287.626,284.628,220.858,539.488,550.015,397.414,492.018,506.909,699.145,636.387,524.166,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 1",NA,"20738-S01",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2013,382.728,167.237,601.698,420.96,495.26,478.286,439.049,646.801,531.072,717.941,670.798,610.209,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 1",NA,"20738-S01",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2014,372.113,192.606,300.428,737.491,725.894,696.192,731.472,734.778,735.867,846.603,674.112,307.194,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 1",NA,"20738-S01",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2015,134.058,0,293.808,343.788,618.216,755.478,805.338,840.564,533.664,554.13,639.762,762.984,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 1",NA,"20738-S01",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2016,661.206,491.844,333.408,697.218,496.095,482.952,610.695,492.72,662.976,676.368,594.636,626.724,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 1",NA,"20738-S01",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2017,686.244,490.069,481.182,399.9,526.107,504.306,362.91,717.318,716.646,748.398,651.234,463.722,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 1",NA,"20738-S01",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2018,395.232,377.718,696.558,359.37,379.512,427.164,284.61,400.596,601.104,732.276,561.822,559.536,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 1",NA,"20738-S01",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2019,400.89,517.482,456.636,395.16,435.368,486.142,557.136,580.758,498,564.456,468.708,480.702,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 1",NA,"20738-S01",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2020,587.268,557.574,384.846,396.882,308.346,169.572,NA,NA,NA,NA,NA,NA,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,432.98,399.36,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2002,212.8,576.42,450.299,507,364.392,470.98,629.82,542.28,638.52,563.695,378.84,524.645,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2003,690.84,195.54,319.86,766.32,560.16,373.74,316.14,666.12,493.56,452.22,419.82,565.86,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2004,409.08,410.52,474.48,389.64,494.88,572.1,576.42,581.16,430.86,701.88,597.6,693.3,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2005,523.92,570.66,551.34,637.68,462.48,480.72,614.1,410.64,480.84,724.26,628.5,662.4,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2006,484.68,405.12,256.5,357.48,336.96,357.48,249.3,531.96,364.14,587.64,656.16,526.14,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2007,330.46,275.82,466.8,354.48,452.12,236.6,423.36,409.52,305.16,581.76,411.36,273.06,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2008,293,199.8,3359.6,463.2,99.54,3522.6,451.98,322.32,505.08,629.64,596.94,489.24,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2009,626.94,489.54,269.76,353.28,282.9,269.46,243.66,197.22,379.56,560.22,349.26,238.68,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2010,203.16,152.32,166.16,197.6,291.84,301.96,547.32,489.72,400.44,532.56,421.08,382.38,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2011,22.02,16.14,134.16,249.36,465.3,146.34,388.621,578.759,554.294,388.139,360.07,355.935,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2012,88.855,191.75,189.752,147.239,359.658,366.677,264.943,328.012,337.939,466.097,424.258,351.444,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2013,225.152,111.491,401.132,280.604,330.173,318.857,292.699,431.201,354.048,478.627,447.198,406.806,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2014,248.075,128.404,200.285,491.661,483.929,464.128,487.648,489.852,490.578,564.402,449.408,204.796,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2015,89.372,0,195.872,229.192,412.144,503.652,536.892,560.376,355.776,369.42,426.508,508.656,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2016,440.804,327.896,222.272,464.812,330.73,321.968,407.13,328.48,441.984,450.912,396.424,417.816,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2017,457.496,326.71,320.788,266.6,350.736,336.204,241.94,478.212,477.764,498.932,434.156,309.148,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2018,263.488,251.812,464.372,239.58,253.008,284.776,189.74,267.064,400.736,488.184,374.548,373.024,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2019,267.26,344.988,304.424,263.44,290.245,324.095,371.424,387.172,332,376.304,312.472,320.468,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"bedrock well 2",NA,"20738-S02",NA,"NA","4953","Bedrock Well",NA,NA,NA,NA,NA,"bedrock well 2",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2020,391.512,371.716,256.564,264.588,205.564,113.048,NA,NA,NA,NA,NA,NA,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,545.4,642.18,591.36,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2002,591.66,432,602.4,576.84,488.88,588.72,617.55,534.6,645,575.46,359.1,453.6,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2003,503.88,157.2,235.98,568.8,494.4,345.84,312.432,662.262,559.245,485.125,446.319,591.606,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2004,555.05,568.519,645.854,481.62,523.296,648.6,14498.496,13958.496,10108.8,725.5074,652.2708,706.5878,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2005,498.0558,633.1026,600.6726,615.631,498.18,705.497,657.7632,383.4054,224.94,356.274,421.4934,583.5606,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2006,522.554,503.4608,324.369,456.78,430.56,309.96,310.375,489.251,251.063,614.362,650.242,736.92,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2007,496.44,183.88,311.2,514.2432,691.6974,351.0996,609.96,603,378.12,547.676,274.091,200.307,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2008,359.283,288.102,493.75,432.795,98.256,371.992,427.731,331.31,424.342,569.8848,704.7108,525.021,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2009,588.018,495.558,272.378,399.027,222.18,263.718,214.3492,191.8614,311.259,539.58,299.46,276,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2010,223.698,207.69,261.234,342.654,432.63,530.058,446.292,490.038,468.786,559.567,423.867,407.974,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2011,282.9,27.462,170.016,255.024,502.596,346.38,346.495,431.779,529.715,555.381,524.837,548.366,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2012,110.328,274.488,289.104,227.037,553.573,517.546,377.016,478.929,464.287,616.86,626.52,510.6,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2013,419.22,225.18,743.76,569.61,657.54,636.96,469.5,676.5,549,701.28,679.68,590.4,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2014,326.151,169.256,282.782,683.536,673.556,669.065,712.982,720.781,765.405,845.914,642.459,271.404,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2015,104.673,0,219.888,280.484,628.573,867.005,839.52,934.853,576.857,580.62,639.878,707.387,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2016,580.038,460.35,310.886,678.388,420.468,410.964,572.972,489.32,670.997,651.458,678.358,558.504,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2017,581.024,392.31,388.562,345.306,458.052,435.1,326.544,716.1,683.928,677.7,584.064,398.122,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2018,361.209,340.74,663.78,346.525,405.83,454.116,265.656,390.411,558.36,682.62,523.536,525.924,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2019,343.494,450.112,425.391,391.5,462.036,491.1,568.524,603.564,519.276,596.112,498.06,513.695,"thousand gallons","Metered",NA,NA,NA,NA
"NH","WD","GW","IN",NA,"environmental soil manage","environmental soil manage",NA,NA,NA,NA,"dug well 1",NA,"20738-S03",NA,"NA","4953","Dug Well",NA,NA,NA,NA,NA,"dug well 1",NA,"67 International Dri","Loudon",NA,"NH",NA,NA,NA,NA,"43.3275","71.472222",NA,2020,624.6,563.582,325.89,423.72,345.276,181.824,NA,NA,NA,NA,NA,NA,"thousand gallons","Metered",NA,NA,NA,NA
"NH","RL","PS","IN",NA,"erie scientific company","erie scientific company",NA,NA,NA,NA,"portsmouth wwtf",NA,"20078-D01",NA,"NA","3231","CV",NA,NA,NA,NA,NA,"portsmouth wwtf",NA,"20 Post Road","Portsmouth",NA,"NH",NA,NA,NA,NA,"43.033056","70.791667",NA,2002,0,0,0,0,0,0,0,0,0,0,0,0,"thousand gallons","Metered",NA,NA,NA,NA
"NH","RL","PS","IN",NA,"erie scientific company","erie scientific company",NA,NA,NA,NA,"portsmouth wwtf",NA,"20078-D01",NA,"NA","3231","CV",NA,NA,NA,NA,NA,"portsmouth wwtf",NA,"20 Post Road","Portsmouth",NA,"NH",NA,NA,NA,NA,"43.033056","70.791667",NA,2003,0,0,0,0,0,0,0,0,0,0,0,0,"thousand gallons","Metered",NA,NA,NA,NA
"NH","RL","PS","IN",NA,"erie scientific company","erie scientific company",NA,NA,NA,NA,"portsmouth wwtf",NA,"20078-D01",NA,"NA","3231","CV",NA,NA,NA,NA,NA,"portsmouth wwtf",NA,"20 Post Road","Portsmouth",NA,"NH",NA,NA,NA,NA,"43.033056","70.791667",NA,2004,0,0,0,0,0,0,0,0,0,0,0,0,"thousand gallons","Metered",NA,NA,NA,NA
"NH","RL","PS","IN",NA,"erie scientific company","erie scientific company",NA,NA,NA,NA,"portsmouth wwtf",NA,"20078-D01",NA,"NA","3231","CV",NA,NA,NA,NA,NA,"portsmouth wwtf",NA,"20 Post Road","Portsmouth",NA,"NH",NA,NA,NA,NA,"43.033056","70.791667",NA,2005,0,0,0,0,0,0,0,0,0,0,0,0,"thousand gallons","Metered",NA,NA,NA,NA
"NH","RL","PS","IN",NA,"erie scientific company","erie scientific company",NA,NA,NA,NA,"portsmouth wwtf",NA,"20078-D01",NA,"NA","3231","CV",NA,NA,NA,NA,NA,"portsmouth wwtf",NA,"20 Post Road","Portsmouth",NA,"NH",NA,NA,NA,NA,"43.033056","70.791667",NA,2006,0,0,0,0,0,0,0,0,0,0,0,0,"thousand gallons","Metered",NA,NA,NA,NA
"NH","RL","PS","IN",NA,"erie scientific company","erie scientific company",NA,NA,NA,NA,"portsmouth wwtf",NA,"20078-D01",NA,"NA","3231","CV",NA,NA,NA,NA,NA,"portsmouth wwtf",NA,"20 Post Road","Portsmouth",NA,"NH",NA,NA,NA,NA,"43.033056","70.791667",NA,2007,0,0,0,0,0,0,0,0,0,0,0,0,"thousand gallons","Metered",NA,NA,NA,NA
"NH","RL","PS","IN",NA,"erie scientific company","erie scientific company",NA,NA,NA,NA,"portsmouth wwtf",NA,"20078-D01",NA,"NA","3231","CV",NA,NA,NA,NA,NA,"portsmouth wwtf",NA,"20 Post Road","Portsmouth",NA,"NH",NA,NA,NA,NA,"43.033056","70.791667",NA,2008,0,0,0,0,0,0,0,0,0,NA,NA,NA,"thousand gallons","Metered",NA,NA,NA,NA
"NH","RL","PS","IN",NA,"erie scientific company","erie scientific company",NA,NA,NA,NA,"portsmouth wwtf",NA,"20078-D01",NA,"NA","3231","CV",NA,NA,NA,NA,NA,"portsmouth wwtf",NA,"20 Post Road","Portsmouth",NA,"NH",NA,NA,NA,NA,"43.033056","70.791667",NA,2010,1581.272,1777.248,632.06,1534.896,1778.744,1888.7,1451.12,1703.944,1869.252,4419.934,1985.94,1829.252,"thousand gallons","Metered",NA,NA,NA,NA
"NH","RL","PS","IN",NA,"erie scientific company","erie scientific company",NA,NA,NA,NA,"portsmouth wwtf",NA,"20078-D01",NA,"NA","3231","CV",NA,NA,NA,NA,NA,"portsmouth wwtf",NA,"20 Post Road","Portsmouth",NA,"NH",NA,NA,NA,NA,"43.033056","70.791667",NA,2011,1760.044,2062.984,2670.36,2224.552,2491.588,2769.096,2447.456,2580.836,2213.332,2093.652,2081.684,2305.336,"thousand gallons","Metered",NA,NA,NA,NA
